No,Text,location,status
707,@realDonaldTrump I quit watching that show many years ago. Very liberal and not funny.,Down South clinging to gun,neg
708,Sounds reasonable.  What's wrong with police protecting themselves.  #SupportYourPolice not criminals https://t.co/71Ctn3tI1g,#HandsOffOurConstitution #MAGA,neg
709,"@realDonaldTrump shouldn't you be brushing up on how to lead you stupid fuck, instead of watching TV. 

God Damn you are fucked you cunt.",Erf:LFK,neg
710,RT @ProgressOutlook: @realDonaldTrump I put more effort into ordering from McDonald's than you put into learning how to be the leader of th…,"Georgia, USA",neu
711,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Orlando, FL",pos
712,@GeorgeTakei @RachelK1967 @realDonaldTrump Why can't anyone find proof he is full of 💩 https://t.co/IAIo29qq7B,here ,neu
713,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94",Brock U ,pos
714,Seriously. Wtf are you doing watching TV when you can't attend an Intel briefing @realDonaldTrump? https://t.co/JbBw6zFP3R,California,neg
715,@realDonaldTrump Please don't trust Bushes. They're NWO traitors; all voted for Hillary.,USA,neg
716,There's one orthodontist I'll be sure never to patronize. https://t.co/PH9vdAiprQ,"California, USA",neg
717,@realDonaldTrump Interesting: A. Johnson impeached because he tried to remove Ed Stanton Sec. of War! May you get the best &amp; the brightest.,"Richfield, MN",pos
718,"RT @thedailybeast: Alec Baldwin’s @realDonaldTrump goes Twitter crazy:
https://t.co/x66N1VVtfv #SNL https://t.co/PEFRlVdmgq","Oakland, CA",neg
719,@kumailn @realDonaldTrump they normalized him. They turned him into a silly joke rather than a psycho and a nasty threat. So no.,the 6,neg
720,Youre the most #biased person to get an opinion from regarding people impersonating #trump @realDonaldTrump. #whoareyoujoking #crybaby #waaa,"29.766334,-95.408325",neg
721,RT @Mykz55: @1611Paul @davidweissman3 @HillaryClinton @realDonaldTrump @thehill mommy mommy the bad people won't give me more money mommy I…,Israel ,neg
722,"Hey,@realDonaldTrump, if you listened to intelligence briefs instead of watching @nbcsnl, you might know something about Taiwan.#LoserTrump","Indianapolis, IN",pos
723,"And that was the best show SNL ever had. Trust me.  He was the best, believe me. No one has ever hosted better.  Th… https://t.co/14iCcgHIJI",Pacific Northwest ,neg
724,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed,American Canyon ,neu
725,@ezlusztig @realDonaldTrump DJT must own stock in NBC/Universal. He is the 2nd best advertisement for SNL - except 4 @AlecBaldwin of course,Southern California,pos
726,4 Lessons Every Entrepreneur Can Learn From @realDonaldTrump! Read more on @Entrepreneur https://t.co/kg0rRrzoUp,Johannesburg ,neu
727,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Kansas City, MO",pos
728,@realDonaldTrump impersonation is spot on! I can barely tell the difference. 65 million of us agree. #NoMandate,"New York, NY",pos
729,"@RidleySSB4 @_Faysal @realDonaldTrump For a lot, yes. Just not most.","Oakland, CA",pos
730,Not questions... these people are idiots there is no question @realDonaldTrump is picking the worst people possible https://t.co/to6o9dxJ1E,"Walnut Creek, CA, USA",neg
731,RT @TurboGrandma: .@realDonaldTrump Congratulations on your self-acceptance! https://t.co/j9dM0Qp8rv,Ⓥ | 17 | slytherin,pos
732,RT @CoachSusanHasty: @realDonaldTrump  So you prioritize SNL over security briefs?,Little Rock,pos
733,@realDonaldTrump You are right.  Baldwin is missing you Ballsack Chin! https://t.co/Z2hoDejPda,"Florida, USA",neg
734,@MarkDice @realDonaldTrump you're so right.  He shouldn't waste his time.  He should be too busy preparing to be Pres to tweet like this,"La Mirada, CA",pos
735,@realDonaldTrump Baldwin is a hack! He wouldn't know  responsibilities without the  answering machine!,"Yakima,WA",neu
736,@realDonaldTrump good to know you're totally not bothered by it,"Philadelphia, PA ",pos
737,They threw it out because they know Tr better than anyone. Trump sold his ass toRussian mafia.@StaceyAnnKelly @DrJillStein @realDonaldTrump,"Nevada, USA",neg
738,@realDonaldTrump re comedy...everythings ALWAYS exaggerated to make it funny ;} *u know that*,follows = faves ;},pos
739,@realDonaldTrump #SNL continues to push the false narrative of you. I adore you #lovemyPresident Please come to #BucksCo #youwonPa 💙❤️💙❤️🎄🎄,"Pennsylvania, USA",pos
740,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",Earth,pos
741,@realDonaldTrump Recording it so we can laugh again tomorrow!,"Georgia, USA",pos
742,"Who still watches Saturday Night Live?

This is all Baldwin Has left. https://t.co/Ov4Ip2ZYVU",Austinius in Texastan.,neg
743,"Thank you America for bringing us @realDonaldTrump 
Its time to turn the tables in the left wing wankers who want to change us for the worst",South East Queensland,neg
744,"RT @VoteTrumpPics: “This campaign proves that the old rules no longer apply, that anything we want for our country is now possible.” -… ",United States of America,neg
745,.@realDonaldTrump Did Mommy @KellyannePolls forget to take away your remote? Sad! @GissiSim @AnandWrites… https://t.co/J4SMKUgTKk,Flying around USA,neu
746,@realDonaldTrump Fuck off,MGC,neg
747,"@kylegriffin1 @realDonaldTrump calls it ""overrated,"" yet its lasted 42 YEARS!!!! Unlike #Trump bankrupt casinos","Dallas, Texas ",neg
748,"@tyleroakley @realDonaldTrump uh no, move to Cuba.","Santa Clarita, California",neg
749,RT @MikeyRobins: FDR had Hitler &amp; Tojo; Kennedy had Castro and Khrushchev and apparently @realDonaldTrump has Alec Baldwin,Australia,neu
750,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94","Spokane, WA",pos
751,@ABFalecbaldwin @AdamBScott1979 @realDonaldTrump Release tapes of his bumbling dancing at 54 in 1984 = far more effective.,"Buffalo, NY",pos
752,@realDonaldTrump please let it go and focus on being the best POTUS you can be! #SNL always makes fun of presidents,meandering,pos
753,"@ArianeBellamar @BBCBreaking @BBCNews @realDonaldTrump @KellyannePolls @AC360 oh please, of all the people to apologize to, not the CCP.","East Rochester, NY",neg
754,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Fall River, Massachusetts USA ",pos
755,"Am I the only one curious to see @realDonaldTrump would rage tweet about #SchoolHouseRock?
""Nah, that bill isn't a law. HE'S A LOSER BILL!""","Portland, OR",neg
756,RT @billyeichner: .@realDonaldTrump do u watch my shows,little d,neu
757,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Pennsylvania, USA",pos
758,"@realDonaldTrump, oh I can't wait to see it.  I think Baldwin does a great job impersonating what an idiot and bullshitter you are.",Maui,pos
759,@realDonaldTrump #SNL has hit the wall long ago!  A bunch of libtards that think they are funny.  Baldwin sucks &amp; so does SNL. #BanSNL #MAGA,"Las Vegas, NV",pos
760,Baldwin Response 😂😂😂😂👇🏽👇🏽 https://t.co/FhAVLDMhtS,"Fullerton, CA",neg
761,"@realDonaldTrump you have a crazy amount of free time. Not even inaugurated and already terrible at this whole ""leadership"" thing.
Cry more?","Cleveland, OH",neg
762,"@realDonaldTrump From Model/Escort,Melania came a long way.Just proves that a whore can go from hooking to 1st lady… https://t.co/Q6Xzw6EJhF",Citizen Of Planet Earth ,neg
763,@realDonaldTrump Read your tweet.Sadder.,"Delaware, USA",neu
764,RT @TnGovern: @Green_Footballs @realDonaldTrump Alec Baldwin should get an award for his excellent impersonation of tRump.,Marshfield,pos
765,RT @raymondbraun: @realDonaldTrump I'm confused. Weren't you boasting about hosting SNL around this time last year? https://t.co/G2DO7tLpfZ,NY,neg
766,@ComradePuchinsk @jonrosenberg @damnyouwillis @realDonaldTrump you dirty little commie. You will be destroyed,the 1st millenial chi-raq,neg
767,"@realDonaldTrump Donald ur wright,theres a man that treats his daughter like shit ,and apparently is a puke ,don't bother",Canada,neg
768,"OMG? Why lie? Carrier already has factories in Monterrey, Mex? They will hire 700 new employees 4 their fan coil bu… https://t.co/LURoiNGGtq","Morgan Hill, CA",neg
769,@megynkelly @ZimmermanRob @realDonaldTrump Timothy 1:1-10,"Athens, GA",neu
770,RT @billyeichner: .@realDonaldTrump do u watch my shows,"New York, NY",neu
771,RT @OTOOLEFAN: .@realDonaldTrump You whining about SNL skits is more hilariously pathetic than any actual SNL skit about you. #ToddlerInChi…,the ATL GA SC,neg
772,RT @ArianeBellamar: Oh. Boy.  LOVE IT! @realDonaldTrump #IdiotInChief #SNL @SNLUpdate @nbc 🙌🏻#Saturdaynightlive #Trumpuppet https://t.co/M3…,Illinois,neg
773,@IMPL0RABLE @realDonaldTrump Get #SNL to run 24/7 and Trump won't be able to do anything else!!!,"San Antonio, TX",neu
774,RT @bobby: @realDonaldTrump you're literally going to be the president of the united states.,MN,pos
775,"RT @VoteTrumpPics: “This campaign proves that the old rules no longer apply, that anything we want for our country is now possible.” -… ","Seminole, TX",neg
776,RT @JasmineBager: Alec Baldwin responds to Trump's tweet about SNL's recent twitter skit. https://t.co/IkWqbD7GwN,"Ormond Beach, Fla.",neg
777,"RT @jfreewright: Why do I feel @realDonaldTrump is having calls with foreign heads of state, first, and then, pulling up Wikipedia after he…","Cincinnati, OH",neu
778,"@realDonaldTrump u petti orange conman, now that you've won, worry about the economy, terrorism &amp; environment instead ranting on twitter.","Miami Springs, FL",neg
779,"@realDonaldTrump what's sad is YOU being #POTUS in spite of you coming in a big fat SECOND PLACE! Yeah, the election was #RIGGED all right!",#ImStillWithHer,neg
780,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94","ÜT: 42.49696,-82.932503",pos
781,@ABFalecbaldwin @realDonaldTrump And Alec for the win....😂😂😂 https://t.co/FqSAxOO70k,"Schaumburg, IL",neu
782,"Actually, with 1 phone call @realDonaldTrump put America's interests ahead of the Globalists. @AnnCoulter https://t.co/0LoNH9BUJV","California, USA",pos
783,"RT @funder: Where was #TRUMPLEAKS BEFORE the elections? 

We started in August &amp; distributed to 4,000 members of MSM-a ton was… ",Earth ,neg
784,"RT @fourfacesofeve: @realDonaldTrump Oh, thank god you're watching. I was afraid you were on the phone.",World Citizen,pos
785,"RT @usembassymanila: When @POTUS leaves office, his handle and millions of followers will be made available to @realDonaldTrump:… ","Manila, Philippines",neg
786,@jeffmossberg @Learjetjockey @CarmineZozzora @realDonaldTrump my disabled vet he had our promised 4 life family healthcare taken. #antivet,"Alabama, USA",pos
787,@SandyLCYoung @realDonaldTrump Sandyvi hope your not serious...if so you must be one sorry SOB.,NYC,neg
788,RT @KayEllen48: @MagicRoyalty @realDonaldTrump I'm boycotting any media that reports on a Trump presidency as if it's normal. It's not.,"Oswego, NY",neg
789,"RT @nfbrennan: @realDonaldTrump you truly can't see the irony of them making fun of you for...tweeting, and then...tweeting about it..","Saginaw, MI",pos
790,"""The football program at Penn State should be suspended."" 
-@realDonaldTrump WAIT SORRY, WHAT'S THAT MR. TRUMP? https://t.co/wBXJqBMzxv",Gryffindor,neg
791,"@realDonaldTrump you are a sad, pathetic man. Petty as you are empowered. Again, pathetic.",{512} ♑ ATX ,neg
792,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!,Earth,neg
793,@realDonaldTrump stop watching tv and get to work dammit,NYC,neg
794,"@ParkerMolloy @realDonaldTrump However long it takes the liberals to stop WHINING ABOUT LOSING &amp; ACCEPT IT! So yeah..,probably longer!",SE Florida ,neg
795,"RT @riotwomennn: Wait a minute is that the picture of me that I hate? No, that's just a plate of mashed potatoes @realDonaldTrump     https…","San Jose, CA",neg
796,"RT @MichaelKuhl: @realDonaldTrump Your skin is made of solid tissue paper, isn't it?",Little Rock,pos
797,@davidsirota I wish  @realDonaldTrump's best friend would tell him to watch @democracynow instead,"Oregon, USA",pos
798,@realDonaldTrump Jesus Christ. Are you Fucking serious???,"Philadelphia, PA",neg
799,@realDonaldTrump will save democrats yet again by demanding fraud @DrJillStein to return money collected.,USA,neg
800,@realDonaldTrump what's going to happen once you're in office and making really yuge mistakes and all the networks mock you? #spoliedbrat,NWNJ & VT,neg
801,RT @damnyouwillis: @christianpiper6 @jonrosenberg @realDonaldTrump Donald Trump lives in a golden tower with his own name on it.,"Cincinnati, Ohio",neu
802,".@realDonaldTrump if it was ""unwatchable"" how do you know what it was like? #LIAR #WLB #CryBaby #GrowUp… https://t.co/QU08fYvDZ9",Central Florida,pos
803,"Take away mirror, phone, electronic and print media and lock him in a room of books. Party's over. Learn something ffs. @realDonaldTrump",PEI ,neg
804,"@ABFalecbaldwin @realDonaldTrump #MuteTrumpNow on twitter don't give his needy,pitiful self NE acknowledgement on twitter.Words&amp;actions only",Here,neu
805,@jonrosenberg @realDonaldTrump They cancelled that.,"Alaska, USA",neg
806,@realDonaldTrump you deserve all the ridicule you get. You are now America's great shame. https://t.co/vb9cJdwcAP,NORTHEAST US LIBERAL BASTARD,neg
807,"@realDonaldTrump You do know SNL doesn't have to be ""unbiased"". It's not a news organization, you little handed baby 😭.","Orange County, FL",neu
808,RT @iamomardali: @realDonaldTrump 1st US president that whines too much on social media!,USA,neg
809,@Ryfoooo @realDonaldTrump that's what I was thinking when I saw the commercial😂,"Marysville, WA",neu
810,RT @EzakoD: WOW What a great deal maker U R @realDonaldTrump .Glad U R on track to MAGA.What did U personally get from this dea… ,FL,pos
811,Thin skinned @realDonaldTrump throws man-baby tantrum by blocking ppl who dare criticize him.  https://t.co/84jZfp6ZM6 #blockedbytrump,"ÜT: 26.3963151,-80.0832515",neg
812,Hearing this couple beside me loudly argue whether Asians are hot or not reminds my why i why I'm not suprised @realDonaldTrump is president,Portland Oregon,neu
813,@realDonaldTrump since the election I havnt watched it and won't. Congrats Mr. President,"Elko, NV",neg
814,"Hahahaha this is a comment replying  to the Donald after he whined again tonight about #SNL
#IDidntVoteForHim #Trump https://t.co/3JORXRFYO8",Minnesota,neg
815,"@TheEternalGreek I agree, but (in this system) unruly elements need to be pacified a bit. @TOOEdit @realDonaldTrump",Sodom and Gomorrah,neg
816,"RT @TellTyrik: My message for @realDonaldTrump 

Like and Retweet if you agree! https://t.co/1tGReYkVMs","Grand Island, NE",pos
