,0
1131,"RT @ezlusztig: OMG if Donny T ever called me out on Twitter I would go on my own national Thank You tour. Have at it, Deplorables.… "
1132,"@realDonaldTrump The funny thing is, Donald, your opinion is irrelevant. Sad. #PatheticDonald #WeakDonald… https://t.co/BqnO7pUc1k"
1133,"@realDonaldTrump stop tweeting, they are comedians, it's what they do! It's funny, be a good sport."
1134,"RT @TheSpoonyOne: .@realDonaldTrump So, you work in time to watch SNL but you can't spare an hour for national security briefings? Dumb!"
1135,@realDonaldTrump @SeapowerChair @RepRandyForbes @Randy_Forbes @RepPeteKing I'M AN INTJ AS THIS ARTICLE EXPLAINS: https://t.co/m8A5k504Hb
1136,@Kat4Obama @Maggyw519 @realDonaldTrump   People say there is something wrong with him.  They say he may be real sick.  People say....
1137,"@realDonaldTrump #DivestDonald Now! Or 6 month President! Have standing, will sue! #EmolumentsClause https://t.co/1OqLBOymFO"
1138,"RT @ezlusztig: OMG if Donny T ever called me out on Twitter I would go on my own national Thank You tour. Have at it, Deplorables.… "
1139,.@realDonaldTrump just tried watching a thin-skinned crybaby waste his time tweeting at a comedy show when he should be #MAGA-ing.  Sad!
1140,"@realDonaldTrump I noticed #homealone2 was on tv this week as well
 #trump cameos"
1141,.@realDonaldTrump IMPEACH!!! IMPEACH!!! https://t.co/Ki0KY4vJhb
1142,@jonrosenberg @realDonaldTrump Don't dis Sesame Street.
1143,"@RexHuppke @realDonaldTrump Brother Rex, WE are in for a looong four (please baby Jesus not eight) years!"
1144,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1145,I think President-Elect @realDonaldTrump should pick the College Football Playoff. Can you say electric? Ratings? Controversial? I'm all in
1146,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!
1147,"@realDonaldTrump No Mr Trump,  you're not funny or realistic.  #notmyprez #thugtrump #NotPresidential #Chinoccio… https://t.co/Q8TPar2dDK"
1148,Expect na a chunk of this account's followers will unfollow https://t.co/KJQE1frUOB
1149,"RT @DanScavino: '@DrJillStein'S Michigan Recount Could Cost Taxpayers $12 Million'

#PEOTUS @realDonaldTrump gains in Wisconsin.
https://t.…"
1150,@realdonaldtrump ? Most brillent idea to create a competitive nature between agency's brings out great results all across nation
1151,@realDonaldTrump You are the President-elect of our nation. Stop entertaining their nonsense. You keep giving them material. Stop it.
1152,@YourMagconPolls @realDonaldTrump I'll bring the pitchforks
1153,RT @riotwomennn: Donald &amp; intelligence briefings  ... these things are not compatible  @realDonaldTrump #snl https://t.co/zclmZQDJux
1154,RT @davonmagwood: When Obama was President-Elect he was saving the auto industry. @realDonaldTrump just food for thought.
1155,"RT @JohnLloydTaylor: @realDonaldTrump I think it's hilarious and pretty spot on, man. You need thicker skin to do this job. Maybe you shoul…"
1156,@realDonaldTrump you know you couldn't wait to https://t.co/ql5gaHAmrz have a huge ego problem
1157,@motleyspice @realDonaldTrump @AdamSandler @AlecBaldwin how is he racist and sexist?
1158,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1159,@realDonaldTrump @TigerWoods Serial womanizer &amp; adulterer. Void of labyrinthine cheating &amp; lying?game deteriorated?a shell of a player. ?? ?
1160,@FBI @HillaryClinton @realDonaldTrump I'd like to report an ISIS recruiting group convo and their leader. https://t.co/Vze3IBmMKK
1161,@realDonaldTrump SNL has been poking fun a the POTUS for over 40yrs and you are the first one to be butthurt over it. Nice legacy Donnie.
1162,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1163,@MyPresidentme @realDonaldTrump why do you cover your face? Be proud of your trump support in your profile photo.
1164,"RT @GrahamWP_UK: New published here on #TruthSpeaker -an open letter, signed by over 20 industry experts to @realDonaldTrump on #MH17 https…"
1165,@realDonaldTrump Yugely nice chat. Bigly. Tremendous. Fantastic people! https://t.co/zPVSyg1uEJ
1166,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1167,"RT @nfbrennan: @realDonaldTrump you truly can't see the irony of them making fun of you for...tweeting, and then...tweeting about it.."
1168,@realDonaldTrump AGREED!!!
1169,"@realDonaldTrump Nice try Donnie! Trying to divert from the real issues! Conflict of interest, much? How much u owe? https://t.co/JaxyiepNSq"
1170,RT @donmoyn: @realDonaldTrump mike pence every time Trump tweets about SNL https://t.co/qFZzMtvmUl
1171,@TheMattWilstein @thedailybeast @realDonaldTrump My 11 yr old has better self-regulation and judgement.
1172,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…"
1173,RT @GirlsOfEuropa: @realDonaldTrump @NeilTurner_ Trudeau is absolutely awful Mr. Trump! You need to Make Canada Great Again too! https://t.…
1174,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1175,"RT @davonmagwood: To Date @realDonaldTrump knows he's going to be mocked on SNL, his ego makes him watch it anyway, and complains."
1176,@JonBershad @realDonaldTrump not that two wrongs make a right... but u do realize that Hillary was far more likely to start WWIII if elected
1177,"Q. -- How rich is @realDonaldTrump? 

A. -- He's Soo.. rich! He doesn't even need too use hashtags!  

#SNL #blm… https://t.co/1MDXm0j2bB"
1178,@Paul2111969 @DanScavino @DrJillStein @realDonaldTrump He is afraid that his followers voted double. They are going to find out.
1179,@ABFalecbaldwin @realDonaldTrump Go get him Alex!!
1180,@sorrykb @realDonaldTrump I would NEVER
1181,"@realDonaldTrump What are you talking about? Baldwin is spot on. And if it's uneatchable, why do you watch it every week?"
1182,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1183,"@BevanShields @realDonaldTrump 
Yes, He has his finger on fuck all.. Could you imagine Maya Angelou inaugural speech for this peanut. #1993"
1184,"@realDonaldTrump cry some more ??? seriously though, less @SNL and more cramming geopolitical knowledge. #doyourjob #unfit #nevermypresident"
1185,"RT @GovMattBevin: The more I get to know @realDonaldTrump, the more I respect him. KY's strong support for Trump will pay dividends https:/…"
1186,"@realDonaldTrump Watching you trying to be presidential is unwatchable. Get over the whole SNL, they make fun of everyone. #TrueSatire"
1187,RT @HouseCracka: You still cannot drink the water in Flint. Great waste of money Michigan! Who is forcing Michigan to pay for this n… 
1188,RT @billyeichner: .@realDonaldTrump do u watch my shows
1189,Lol. You voted for a fucking silver spooned billionaire man (cry) baby. You have no right to whine about anything. https://t.co/XUAoGGGfhw
1190,RT @OTOOLEFAN: .@realDonaldTrump You whining about SNL skits is more hilariously pathetic than any actual SNL skit about you. #ToddlerInChi…
1191,"@realDonaldTrump Just like in the popular vote, you are in the minority. Don't you have a dictator to call?"
1192,@lauriecrosswell @realDonaldTrump I really am missing the ! at the end of sad. Sad!
1193,"RT @thedailybeast: Alec Baldwin’s @realDonaldTrump goes Twitter crazy:
https://t.co/x66N1VVtfv #SNL https://t.co/PEFRlVdmgq"
1194,"@TOOEdit @realDonaldTrump I hope its not true either. The #FakeNews has been pumping out nonesense for then last year, so it's prob false."
1195,Very interesting new update to #Google earth. #technology is incredible. @realDonaldTrump won't be happy about the… https://t.co/YPB7hakRXf
1196,@realDonaldTrump You're stilll worried about that? Go run our country!
1197,"@realDonaldTrump, please invite @neiltyson as scientific adviser. Would help counter-balance all the science-denyin… https://t.co/UVTqoLkdHD"
1198,@realDonaldTrump I too watch shows I hate every week.  (?_?)
1199,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1200,RT @usfortrump: Praying for victims of #oaklandfire @realDonaldTrump
1201,@jonrosenberg @christianpiper6 @realDonaldTrump I thought we were C.H.U.D.s
1202,RT @CoachSusanHasty: @realDonaldTrump  So you prioritize SNL over security briefs?
1203,@realDonaldTrump Just tried Twitter. Stunned.The prez-elect rage-tweeting abt a show that's made fun of politicians since its inception. Sad
1204,"@realDonaldTrump The more you speak or tweet, the less I like you. You sound like a spoiled child, not a president of the United States."
1205,@realDonaldTrump @RealAlexJones @RedP1llReport @RedNationRising I now understand as to why this man dislikes Obama.… https://t.co/GK1EwCvFGf
1206,@realDonaldTrump I agree they should get Jabba the Hut 2 play U more of a resemblance than Alec Baldwin.
1207,@heathercampbell @realDonaldTrump That tweet reads like it was written by a not funny Trump impersonator. Sad.
1208,"RT @JustMeinMI: @realDonaldTrump has two years of undergrad, no degree. Does this make him the least educated president in history? ? 
#Los…"
1209,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1210,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1211,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1212,RT @CathieMarie2014: @realDonaldTrump Most AMERICANS DONT Watch That trash. WE are aware. It's all good. Let's just #MAGA ????????
1213,@ABFalecbaldwin @realDonaldTrump Keep those skits coming. Fantastic.
1214,RT @jpeter78: @realDonaldTrump - I completely disagree with your assessment OF #SNL.   It is spot on!
1215,RT @Greg_Palast: BREAKING: @DrJillStein to confront @realDonaldTrump at #Trump Tower in #NewYork at 10 AM on Monday to tell him to stop blo…
1216,Is @realDonaldTrump hiring questionable people to take the spotlight off of himself or what???? https://t.co/MQuHgkc8ue
1217,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1218,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1219,@COL314 @Peggy7172 @realDonaldTrump Do this in Day One!!!!!
1220,"RT @ezlusztig: OMG if Donny T ever called me out on Twitter I would go on my own national Thank You tour. Have at it, Deplorables.… "
1221,Review my video @realDonaldTrump:  DIE ANTWOORD - UGLY BOY https://t.co/5YNNYxf4Rm #trumpreviews
1222,@realDonaldTrump You didn't even like the mashed potatoes part? That was my favorite.
1223,"RT @WcPBlog: .@realDonaldTrump: ""What you have to do in show business &amp; politics is be yourself."" ""You can always get better at something.""…"
1224,"@branders23 @christianpiper6 @realDonaldTrump I'm sure the if IQ scale had a brain, it would have popped its vein."
1225,@realDonaldTrump SHUT UP!  Ur just a cry baby!  Alec Baldwin is too funny!
1226,@realDonaldTrump Millions of Americans think it's hilarious! And Baldwin's impersonation is genius...believe me!!!!
1227,RT @ArtemR: @realDonaldTrump Thanks for reminding me to watch @nbcsnl every week.
1228,"@realDonaldTrump continue to stay focused on the important issues, mr. President. I'm very proud"
1229,RT @politico: Secret Service faces massive bill for protecting @realDonaldTrump https://t.co/0JGNslogp5 | AP Photo https://t.co/eJ5dPzBBdq
1230,RT @douglasrasbash: @MrHalimi @realDonaldTrump An empty vessel rattles loudest.
1231,"@realDonaldTrump If nothing else, you're are at least very predicatble! Unbalanced, but predicable! @SNL appreicates your shout-outs!"
1232,@realDonaldTrump you are so sensitive.  Almost like a loser.
1233,"@ikebarinholtz @realDonaldTrump OMG, does he have nothing better to do than critique #SNL? There are way bigger fish to fry."
1234,RT @burrage_eric: @JudgeJeanine @realDonaldTrump @foxandfriends Thank you Judge!  This vet would love to see you on the Supreme Court
1235,Asking for the civilized world.... @realDonaldTrump https://t.co/PGImNfVGFa
1236,RT @CathieMarie2014: @realDonaldTrump Most AMERICANS DONT Watch That trash. WE are aware. It's all good. Let's just #MAGA ????????
1237,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1238,"RT @ReignsFreedom: ?????? Good Men... GREAT SOLDIERS 
Perfect for our Country 

#DeOppressoLiber ???
#MAGA
#Mattis ????????

#CIC… "
1239,RT @ggeett37aaa: POTUS-elect @realDonaldTrump Yesteryear America was ALWAYS GREAT...THEN CAME THE INCOME TAX; IT MUST GO! https://t.co/UPuS…
1240,"@realDonaldTrump figures you'd love a chronic adulterer. I wish nothing but the worst for you, you orange bag of shit. #RESIST"
1241,I'm upset that @realDonaldTrump hasn't blocked me yet. Need to step up my game.
1242,The art of the deal. Perfection. https://t.co/eegqqSBnWc
1243,RT @jokedoctor: @realDonaldTrump just broke 40 years of American Protocol and he's worried about #SNL? Fix your priorities President-Elect!
1244,"You used up your 140 characters and had to type ""Sad"" instead of ""Sad!"" 

Comes across flat. Poor tweet planning. Sad!

@realDonaldTrump"
1245,RT @PDChina: .@WhiteHouse reaffirms one-China stance after @realDonaldTrump's talk with #Taiwan leader https://t.co/bZ1VF27OgK
1246,@realDonaldTrump Why do you keep watching it if you think it is so bad?  Don't you have anything better to do like read security briefings?
1247,@realDonaldTrump @ABFalecbaldwin DT- you're absolutely pathetic. It's funny and accurate. Get over your dumb orange self.
1248,@realDonaldTrump you're sad
1249,@DanScavino @tamiam71 @DrJillStein @realDonaldTrump Why would MI election commission or court allow this frivolous recount petition?
1250,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1251,@winegeeker @DocWashburn @BrianAbrams @realDonaldTrump Yup.....that pretty much sums it up. #DemocraticParty is #PartyOfLucifer
1252,@realDonaldTrump Just can't resist the bait can you? A sure sign of GREAT things to come #twitterdiplomacy
1253,RT @iamomardali: @realDonaldTrump 1st US president that whines too much on social media!
1254,"RT @bradleymthomas: @realDonaldTrump Tried watching ur speeches- unwatchable! Anti-american, not funny &amp; the disabled impersonation just ca…"
