,0,1,2
3489,"RT @Zanting: @todd_simmon #Gutfeld won't report this so I guess he wants #Hillary2016 to win; #cuck, #HillarysWhiteKnightMedia.

.",TURN ON NOTIFICATIONS,pos
3490,@CNNPolitics If she loses? @HillaryClinton,"Ohio, USA-Alberta, CANADA",neg
3491,RT @PinnacleCascade: This is what u get with @HillaryClinton . When will she denounce her supporters actions? #Where'sHillary ,Traveling USA,pos
3492,@HillaryClinton SO PAYBACKS ARE HELL...I USE THE FEDERAL GOVERNMENT TO DO MY DIRTY WORK...THEY ANSWER TO Mi5s Q,CLOUD 9,neg
3493,RT @gwatsky: *adult scissors *wrong candidate ,"Akron, OH",neg
3494,RT @politico: Justin Timberlake steps in to host @HillaryClinton's West Coast fundraiser  | Getty hg,"Gresham Park, GA",neu
3495,RT @TitanicQueen: @DissentingAdult @sallykohn @HillaryClinton @realDonaldTrump Those in the right photo amount 2 a invasion force&lt;in fact I,Australia,neg
3496,"RT @LincolnBevers: @DrJillStein fans...you better vote in this poll &amp; RT it!
#JillStein #Jill2016 #Blonde #UFC202 #NXTTakeOver #Blonde http","Chicago, IL",neg
3497,"RT @sshawki: Gov, private mail servers r as secure as measures taken by IT teams. AOL potentially more open @HillaryClinton @CNN .",silicon valley,neg
3498,"Retweeted God's Rock Eli (@Elimelech_Ring):

@sophie_diesel @realDonaldTrump @POTUS @HillaryClinton @netanyahu... hGYXOVoUI3",Messiah Jesus!Go 2 Hell Satan!,neg
3499,"RT @SecularKafir: Why would she be in Louisiana? They're askIng for money, not giving... ",Ft Worth Tx/Bellingham WA,neg
3500,"RT @YoungDems4Trump: 8,000 retweets?! That's what happens when the media refuses to share the truth. They won't so we did ","Collierville,TN",neg
3501,@HillaryClinton : How political is this! Politics is  much more than running bussinesses.,"Stockholm, Sverige",neu
3502,RT @MariviGarces: @HillaryClinton liar corrupt old fart ,Tennessee,neg
3503,RT @DissentingAdult: @JaredWyand @sallykohn @HillaryClinton @realDonaldTrump This is what they show you...this is what you get. ,Australia,neg
3504,@acs5281988 @alvin_kmiec @obamascrewingus @HillaryClinton Other economists he cites told him to stop misrepresenting their positions., USA ,neg
3505,@HillaryClinton @ClintonFdn We could use some of that foreign money in Baton Rouge! Truck Up or Shut Up! ptXD,"New Orleans, LA",neg
3506,.@starknightz Come on! You can do a better sarcasm. Like if you agree or Reply with #Yes or #No ,Planet Arous,neg
3507,@HillaryClinton you and hubby are millionaires. Hypocritical. You are a disgrace. Liar. Moron,"Houston, Texas",neg
3508,"RT @bfraser747:  LOUISIANA 
Why can't @HillaryClinton take some of that #ClintonCrimeFoundation money &amp; send some help to Louisiana https:",United States,pos
3509,@HillaryClinton so what's your deal? Do u have autism or what?,Parents Basement ,neu
3510,"RT @SecularKafir: Why would she be in Louisiana? They're askIng for money, not giving... ","Texas, USA",neg
3511,@HillaryClinton MY DIRTY WORK IS TAKE PEOPLE LIKE YOU AND PUT THEM TO DEATH FOR THEIR CRIMES AGAINST HUMANITY AS PER THE LONG ARM OF THE LAW,CLOUD 9,neg
3512,"@HillaryClinton He has realized his mistakes,#HillaryClinton is my president",Kaduna,neu
3513,This is what #LikeAGirl means. Be the very best. @ShotDiva @katieledecky @Simone_Biles @HillaryClinton Thank you!! ,Texas,pos
3514,"RT @bfraser747:  Veterans

#Vet suicide rate is 22/day &amp; are dying waiting for healthcare. @HillaryClinton won't change a thing ",United States,neu
3515,her subsidizing Afghan Heroin farmers kills 11 blacks PER DAY see facts &amp; stats at  arresther ,U.S.A.,neg
3516,RT @politico: Justin Timberlake steps in to host @HillaryClinton's West Coast fundraiser  | Getty hg,Southern California,neu
3517,@HillaryClinton rapist @billclinton in the past made some interesting comments about immigration t70Re,"Seattle, WA ",neg
3518,"@acs5281988 @alvin_kmiec @obamascrewingus @HillaryClinton Basically, no economist in the USA wants a thing to do with him. He's a con man.", USA ,neg
3519,Scumbag Soros is also a partner &amp; buddy of Trump..... #NeverTrump  #HillNo pun9Xv,MIAMI or thereabouts,neg
3520,"Retweeted God's Rock Eli (@Elimelech_Ring):

@sophie_diesel @realDonaldTrump @POTUS @HillaryClinton @netanyahu... prpj",Messiah Jesus!Go 2 Hell Satan!,neg
3521,@HillaryClinton thank you for this ,"Chicago, IL",pos
3522,RT @FreeDelegates: You're either for recalling and replacing Trump. Or you're for a Hillary landslide. #choices hMd2FKAh htt,Location: Heart of America,neu
3523,RT @sewingsandra: she can't have a press conference but Hillary sure can fund raise from her rich friends tSZr0rXV,"Atlanta, GA",pos
3524,RT @TomDangora: These awesome people took a bus with me to Philly to canvas for @HillaryClinton AMAZING DEDICATION #StrongerTogether https:,Earth,pos
3525,"@MLauer 

Of course he won't! This is NBC! They even rig good lightg &amp; make up diffrntly if y're Dem or Repblcn! h7",UK/USA,neg
3526,RT @sfclem: My mom and I are proud to be in the #GunSenseMajority that will help elect @HillaryClinton! #gunsensevoter p6,"Portland, OR",neg
3527,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,"England, United Kingdom",neu
3528,"RT @bfraser747:  CAUTION

 Clinton body count - Here's a few suspicious deaths of people close to @billclinton &amp; @HillaryClinton https:/",Las Vegas,neg
3529,@michaelkeyes @MadonnaMadsen return the $25m Killery! Or u condone this! @HillaryClinton these savages are lower than bedbugs lice &amp; fleas!,"Makaha, HI",neg
3530,"@HillaryClinton @sahilkapur The Democrat party is exposed as fraudulent, and the response is denial. Typical.",United States,neg
3531,RT @ColoradoMom22: I'm part of the #gunsensemajority and I support @HillaryClinton szhdZO,"Portland, OR",neg
3532,"@HillaryClinton @cochinalatina @OnMessageForHer 

Change your catheter grandma. ","Manchester, England",neg
3533,RT @MeghanAnomaly: I support @HillaryClinton because she's #OneToughMother &amp; the ONLY candidate who represents the #GunSenseMajority https:,"Portland, OR",neu
3534,"@GreedyPatriots @Yashillz @politico @HillaryClinton @redbubble
Your pic is fake.
t2q7
Original. hrAtan","Plano, TX",neg
3535,RT @Hillary2016Pres: Who reinvigorated American diplomacy with Asia? @HillaryClinton #Hillary2016 #ImWithHer #GOPdebate ,"Indian Rocks Beach, FL",pos
3536,RT @SpencerMRitchie: Wonder if Matt Lauer and @NBCNews will grill @HillaryClinton on emails like they just did @RyanLochte.,Las Vegas,pos
3537,"RT @FlipItDem: CA can help #FlipItDem 4 @HillaryClinton so Madam President can implement her plans in 2017 
pDJn https:/",California,neu
3538,"RT @bfraser747: . ATTENTION 

It troubles me MSM seems to care less @HillaryClinton won't give a REAL press conference.  WAKE UP https:/",Sedona AZ,neu
3539,RT @davewhorton: Hey @katyperry Pls help spread theWord We R tweeting everyHour 2get #trump 2release taxes Pls RT @HillaryClinton thx https,UK,pos
3540,"Retweeted God's Rock Eli (@Elimelech_Ring):

@sophie_diesel @realDonaldTrump @POTUS @HillaryClinton @netanyahu... pTg",Messiah Jesus!Go 2 Hell Satan!,neg
3541,"@FelineBengal @DBloom451 @realDonaldTrump @HillaryClinton @JudgeJeanine 
We Do! Funding a bunch of.....
due to 50 yrs Democrats/Urban cities","Mansfield, OH",neg
3542,"RT @dhrxsol1234: Robbie Knievel wants to try to jump over 1,000 @HillaryClinton Supporters with a Caterpillar D-9 bulldozer #tcot  https://",las vegas ,pos
3543,"@HillaryClinton Hey, you cannabis-cultivating Marxist, I can see why you're often lost in thoughtit's unfamiliar territory.","Texas, USA",neg
3544,RT @pete122661: Bikers for @HillaryClinton ,"Loomis, California",neg
3545,"RT @bfraser747:  #ClintonCrimeFamily 

If @realDonaldTrump offends you may get feelings hurt.If you offend @HillaryClinton DEATH  https:",Earth,neg
3546,RT @trumpaboard: .@DiamondandSilk have a Precise and Clear Message for Crooked Hillary. @HillaryClinton is... taXL by @D,RIVERINA. NSW ,pos
3547,"No surprise @snopes Caught Lying For @HillaryClinton Again .. this is why we need @realDonaldTrump folks.. #MAGA

   ",Earth,neu
3548,"Anyone else concerned that if @HillaryClinton wins the election, that it would be because it was rigged? @realDonaldTrump #Democrats #GOP","South Jersey, LA, and Austin",pos
3549,@HillaryClinton He's reading the polls that's why he wants to say sorry but people know better,"Las Vegas, Nevada",pos
3550,RT @JinSaotome: @sallykohn @HillaryClinton @realDonaldTrump How can you say that when @BarackObama is president right now? Shouldn't he be,"Kenosha, Wisconsin",neg
3551,"RT @Hillary2016Pres: I will never stop working on issues of equality and opportunity, race, and justice."" @HillaryClinton #GOPdebate https","Torrance, CA",pos
3552,RT @FlaDems: Read @HillaryClinton's Op-Ed: Floridians deserve clean water sF8VRwwYF via @TCPalm #FLTogether ,"Modesto, CA",pos
3553,"RT @Pendejss25: @HillaryClinton 80 days left until you become Americas first woman president, hang in there were all fighting for you on",Illinois,neg
3554,@NimbleNavgater @sakotheAmerican @cher @HillaryClinton is only interested in . She loves the envelopes with cash n more than is legal @FBI,"Miami Republic, U.S.A.",pos
3555,"RT @FelineBengal: Reading ""Crisis of Character..."" Clintons in WH &amp;Really Bad behavior. @JKWemyss @DBloom451 @realDonaldTrump @HillaryClint","Mansfield, OH",neg
3556,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:",Earth,neu
3557,"Retweeted God's Rock Eli (@Elimelech_Ring):

@sophie_diesel @realDonaldTrump @POTUS @HillaryClinton @netanyahu... soEOF3okod",Messiah Jesus!Go 2 Hell Satan!,neg
3558,@KatTimpf well @HillaryClinton is a bitch so... ,\_()_/ ,neg
3559,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:",Arkansas,neu
3560,RT @BethanyBlankley: #WikiLeaks Proves @HillaryClinton &amp; #Obama Created #ISIS in 2012 sustwaRvB #tcot #ccot #pjnet #terrorism,United States of America ,pos
3561,RT @gwatsky: *adult scissors *wrong candidate ,epoch j2000,neg
3562,@VABVOX @xdelmar59 @HillaryClinton the Bachmann team here to help with the next pivot coming soon signed Donny T,"Montgomery, Alabama",pos
3563,"RT @darth:  the burn

@HillaryClinton p3HApE",Mid-Atlantic,neg
3564,"RT @dhrxsol1234: Robbie Knievel wants to try to jump over 1,000 @HillaryClinton Supporters with a Caterpillar D-9 bulldozer #tcot  https://",LV-426,pos
3565,RT @HomunculusLoikm: Read #RulesForRadicals below. This is exactly what Obama started &amp; @HillaryClinton will finish. Save USA! #Trump2016 h,Conch Republic & Blue Ridge,pos
3566,RT @Hillary2016Pres: There is only one candidate who is capable of dealing with today's world. @HillaryClinton #Hillary2016 #GOPdebate http,"Austin, TX",pos
3567,"RT @scrowder: We get it, @HillaryClinton. Colin Powell is just the latest in the blame game. t",Mississippi,neg
3568,"RT @Don_Vito_08: #WheresHillary Planning The Destruction of America with her Boss Soros in the Devil's den!
@HillaryClinton ",RIVERINA. NSW ,neg
3569,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:","Pennsylvania, USA",neu
3570,@ScottBaio @HillaryClinton @nedtwyman He used his own money to help &amp; people have to criticize him. What have Obama &amp; @HillaryClinton done?,"Fillmore, California",neu
3571,RT @bfraser747:  #HumaAbedin is @HillaryClinton 's long time assistant/ partner in crime with strong ties to the Muslim Brotherhood https:,austin tx,neg
3572,Ha @nathanTbernard fucking ass banging pussy that will be begging ISIS not to cut his butt buddies throat if @HillaryClinton is president. ,Coloma Mi,neu
3573,"@acs5281988 @alvin_kmiec @obamascrewingus @HillaryClinton Your con man is the establishment, dumbass.", USA ,neg
3574,RT @seanspicer: So Clinton... Not all @HillaryClinton charities bound by new set of rules  via @BostonGlobe,"California, USA",pos
3575,RT @Hillary2016Pres: Who reinvigorated American diplomacy with Asia? @HillaryClinton #Hillary2016 #ImWithHer #GOPdebate ,Fragile Earth,pos
3576,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:",Earth,neu
3577,@Don_Vito_08 @HillaryClinton    Hell IS waiting for these two &amp; few of their mates!,RIVERINA. NSW ,neg
3578,"RT @DineshDSouza: .@HillaryClinton's ""experience"" has gotten America exactly nothing. Can you think of even a single accomplishment?
https:",Home to the Black Aces,neu
3579,@rusty044 @HillaryClinton #HillarysAmerica will not be for the #USA but will be for #GeorgeSoros; #HillaryForPrison. s,A Valhalla Pier,neu
3580,"RT @bfraser747:  LOUISIANA 
Why can't @HillaryClinton take some of that #ClintonCrimeFoundation money &amp; send some help to Louisiana https:",Arkansas,pos
3581,"Retweeted God's Rock Eli (@Elimelech_Ring):

@sophie_diesel @realDonaldTrump @POTUS @HillaryClinton @netanyahu... ",Messiah Jesus!Go 2 Hell Satan!,neg
3582,RT @NotUrAvgDuck: @reaDonaldTrump @HillaryClinton This tactic is a no-go for level-headed voters.  There are plenty of legitimate issues to,"Idaho, USA",neu
3583,"@HillaryClinton Trump did nothing wrong lady. You should apologize to American people, specially the  Benghazi families.","Newport Beach, CA",pos
3584,@DIRTYYYSOUTH @realDonaldTrump @HillaryClinton umm you're a #SuperIdiot... lol you thought i was gonna say superpredator.. lol,United States,pos
3585,RT @alfranken: Carson City is committed to making sure @HillaryClinton is our next President &amp; @CatherineForNV is my new colleague. https:/,Earth,neu
3586,"RT @bfraser747:  #ClintonCrimeFamily 

If @realDonaldTrump offends you may get feelings hurt.If you offend @HillaryClinton DEATH  https:",Saint Lucia,neg
3587,@JKWemyss @DBloom451 @realDonaldTrump @HillaryClinton @JudgeJeanine I saw Clinton Cash. Took too long for people 2wise up to them.,"New Jersey, USA",neg
3588,"RT @LincolnBevers: LET'S TAKE AN ACTUAL, UNBIASED POLL.
VOTE &amp; RETWEET (often as possible)
@realDonaldTrump @HillaryClinton
#THINK2016","California, USA",neg
3589,@FreemarketSara @HillaryClinton @BreitbartNews Already proven to be HOAXED med records. Get a grip!,Earth most of the time,neg
3590,RT @NotUrAvgDuck: @HillaryClinton All non-bigoted Americans who are yet undecided need to see this and digest it.  I hope airs repeatedly n,"Idaho, USA",pos
3591,RT @reaIDonaldTrunp: @HillaryClinton shut the fuck up,Nyc,neg
3592,".@CNN .@jaketapper 
.@Morning_Joe .@CarolCNN 
@HillaryClinton hasn't had #press conf n 260 days
#HillarysHealth  hGXRnVGaBZ","Texas, USA",neu
3593,@HillaryClinton Something must be done about this kind of price gouging. Makes vital meds unaffordable to almost all ,Northeastern US,pos
3594,RT @PolitiFact: .@HillaryClinton took 13 hours to send help to Benghazi? @GovPenceIN gets it wrong.  ,United States,pos
3595,"RT @DbrownVoteTrump: #crookedhillary @HillaryClinton is an evil demonic lying serial witch
sOe ",some wherever ,neg
3596,RT @WDFx2EU5: NORTH CAROLINA: Historic Black church says Supporting @HillaryClinton is like being with an abusive ex-spouse ,Edmonton. Alberta,neg
3597,RT @halfwaytempted: @sddickerson is tongue bathing @HillaryClinton's ball sack so bad he's close to death from dehydration.  #DemExit https,The Alamo City!,neg
3598,Battleground state polls lag national polls. Look for @realDonaldTrump to close on Extremely Careless Crooked @HillaryClinton in key states.,Dallas/Fort Worth,neu
3599,"RT @ma000111: ,@The_Trump_Train  OWN KIDS AUCTIONED TO DIE 
@HillaryClinton 's BARBARIC OWNERS #SaudiArabia  exporting #TERRORISTS https://",International,neu
3600,"RT @YoungDems4Trump: 8,000 retweets?! That's what happens when the media refuses to share the truth. They won't so we did ",#Dodgers #Browns #Huskers,neg
